timestamp,000D6F0002906FA7,000D6F0002907BA2,000D6F0002907BC8,000D6F0002907BDF,000D6F0002907BF5,000D6F0002907C89,000D6F0002908150,000D6F0002908162,000D6F00029C506A
1413158178.218485,0.0,0.0,0.0,0,68.71161379988715,0.0,0,2.263074123572381,0
1413158179.306706,0.0,0.0,0.0,0,66.56925159177075,2.3664592330029803,0,2.263074123572381,0
1413158180.488623,0.0,0.0,2.2675751981909307,0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158181.572941,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158182.649378,0.0,0.0,0.0,0,66.56925159177075,0.0,0.0,0.0,0.0
1413158183.710768,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158184.311667,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158185.31977,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158186.321889,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158187.312829,0.0,0.0,2.2675751981909307,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158188.311928,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158189.321089,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158190.318261,2.2503208881591337,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158191.314278,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158192.315343,0.0,0.0,0.0,0.0,66.56925159177075,2.3664592330029803,0.0,0.0,0.0
1413158193.324466,0.0,0.0,2.2675751981909307,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158194.757047,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158195.80605,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158196.848099,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158197.898716,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158198.942425,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158199.986505,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158201.032258,0.0,0.0,2.2675751981909307,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158202.062638,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,0.0,0.0
1413158202.669476,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158203.66722,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158204.65854,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158205.659383,2.2503208881591337,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158206.668399,0.0,0.0,0.0,0.0,68.71161379988715,2.3664592330029803,0.0,2.263074123572381,0.0
1413158208.147983,0.0,0.0,2.2675751981909307,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158209.233853,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158210.238405,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,0.0,0
1413158211.313316,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158212.390516,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158213.564561,0.0,0.0,2.2675751981909307,0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158214.736335,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158215.819766,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158216.890742,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158217.957192,0.0,0.0,0.0,0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158219.02304,0.0,0.0,0.0,0,68.71161379988715,2.3664592330029803,0.0,2.263074123572381,0.0
1413158219.800013,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158221.059174,0.0,0.0,2.2675751981909307,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158222.090231,2.2503208881591337,0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158223.135521,0.0,0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158224.168524,0.0,0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158225.216738,0.0,0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158226.261683,0.0,0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158227.30076,0.0,0,2.2675751981909307,0.0,66.56925159177075,0.0,0,0.0,0.0
1413158228.187131,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158228.90307,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158229.897991,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158230.914876,0.0,0.0,0.0,0.0,66.56925159177075,2.3664592330029803,0.0,2.263074123572381,0.0
1413158231.913852,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158232.904947,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158233.91008,0.0,0.0,2.2675751981909307,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158234.904109,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,0.0,0.0
1413158235.908329,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158236.915356,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158238.39147,2.2503208881591337,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158239.559041,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158240.740991,0.0,0.0,2.2675751981909307,0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158241.889983,0.0,0.0,0.0,0,66.56925159177075,0.0,0.0,2.263074123572381,0
1413158243.11814,0.0,0.0,0.0,0,68.71161379988715,0.0,0.0,2.263074123572381,0
1413158244.277263,0.0,0.0,0.0,0,68.71161379988715,2.3664592330029803,0.0,2.263074123572381,0
1413158245.386128,0.0,0.0,0.0,0,66.56925159177075,0.0,0,2.263074123572381,0
1413158246.407002,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158247.455413,0.0,0.0,2.2675751981909307,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158248.500617,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158249.541623,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,2.263074123572381,0.0
1413158250.586802,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0,2.263074123572381,0.0
1413158251.628332,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0,0.0,0.0
1413158252.288964,0.0,0.0,0.0,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158253.237711,2.2503208881591337,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158254.247811,0.0,0.0,2.2675751981909307,0.0,68.71161379988715,0.0,0.0,2.263074123572381,0.0
1413158255.225957,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
1413158256.238748,0.0,0.0,0.0,0.0,68.71161379988715,2.3664592330029803,0.0,2.263074123572381,0.0
1413158257.240028,0.0,0.0,0.0,0.0,66.56925159177075,0.0,0.0,2.263074123572381,0.0
